305	206
16	58
219	229
326	180
494	85
141	485
386	397
212	115
477	95
118	65
463	108
483	12
264	346
261	380
438	20
412	420
285	467
242	336
272	194
425	80
461	148
99	81
188	338
271	223
224	165
341	143
318	3
471	4
250	366
426	400
236	332
88	425
442	458
456	61
447	457
437	43
98	46
367	206
182	10
107	493
485	271
145	119
123	358
250	118
439	351
61	378
195	390
225	318
304	215
0	436
183	250
298	215
100	18
404	440
69	438
357	35
246	84
420	293
360	391
29	302
347	194
97	223
151	79
290	152
53	285
131	388
260	48
184	183
499	94
442	58
325	29
484	366
120	29
448	387
267	336
59	381
10	265
463	226
318	51
347	332
464	163
1	302
146	47
97	33
439	94
215	485
486	420
136	279
347	311
247	333
483	473
445	34
431	264
306	477
31	171
63	153
67	25
248	207
62	247
41	436
73	236
79	465
161	465
54	475
347	301
221	346
65	240
343	380
39	398
445	425
340	395
74	52
91	472
470	280
13	146
340	310
457	200
231	177
477	89
305	11
11	362
493	414
282	397
475	478
300	391
346	421
71	483
400	269
95	128
134	231
442	205
201	216
247	48
104	170
256	191
127	202
326	17
321	431
471	82
398	267
300	208
311	477
472	319
392	181
315	109
18	317
232	491
272	309
282	346
242	432
110	172
294	208
236	346
393	69
303	39
70	89
239	490
375	22
470	358
367	470
42	105
413	63
69	186
289	154
17	234
325	377
416	356
376	103
180	161
387	438
307	222
480	369
232	267
312	393
405	402
47	376
331	210
171	245
353	37
114	57
447	29
463	209
441	117
183	375
389	130
244	156
253	465
161	473
152	31
257	175
62	295
194	136
170	239
131	482
483	290
220	325
490	211
432	498
96	428
203	224
320	436
404	150
184	94
86	55
249	395
122	348
166	283
81	105
326	446
52	172
228	14
273	475
48	233
201	484
457	351
470	216
478	492
244	168
132	189
131	23
1	343
227	336
325	160
204	434
359	318
341	302
425	259
274	301
22	187
86	106
95	237
459	189
303	52
214	145
209	84
425	401
413	280
323	42
252	347
465	453
83	408
26	322
14	186
285	392
17	25
484	402
264	385
294	45
149	443
428	260
328	241
377	280
253	420
33	175
269	450
95	223
491	287
185	184
370	24
46	326
271	291
498	113
6	16
107	195
245	110
247	452
33	96
158	391
103	346
318	295
157	196
187	255
377	470
204	234
5	499
427	347
221	489
303	236
254	245
404	284
231	497
82	486
282	64
18	269
149	13
84	367
146	344
140	300
302	403
16	368
187	127
107	46
47	334
225	495
214	242
325	296
6	299
247	338
484	187
110	146
98	486
174	235
330	253
9	308
378	470
336	252
437	155
133	311
172	341
191	400
38	95
404	338
307	238
353	12
455	459
456	252
437	379
102	304
129	404
273	134
152	24
349	383
380	181
199	358
108	230
94	423
25	155
115	30
375	113
42	194
258	28
6	451
249	282
88	281
16	259
128	252
457	385
486	267
262	63
130	226
178	167
333	10
67	416
18	258
186	22
23	376
7	362
156	253
126	180
170	118
429	388
278	204
20	2
310	69
10	415
128	232
437	344
68	422
276	114
312	457
111	116
34	142
319	409
360	398
155	275
369	20
22	2
146	13
355	287
316	417
309	91
66	307
149	428
377	8
85	65
335	450
400	384
92	427
492	204
59	416
263	45
454	444
370	472
315	399
265	13
381	387
444	132
235	209
450	309
253	98
48	166
94	278
320	93
400	427
488	28
475	368
269	448
42	383
154	233
125	235
392	152
463	325
192	42
74	432
340	333
309	459
443	235
274	69
435	238
468	291
366	337
198	284
423	235
237	309
14	183
221	100
152	49
491	167
456	309
135	210
277	118
37	327
229	488
97	211
438	255
250	369
73	79
241	55
293	252
227	313
399	142
218	256
191	138
124	37
293	189
64	323
433	496
236	424
371	244
369	235
205	215
238	81
100	371
128	450
8	242
147	406
350	50
160	291
171	426
339	211
296	2
449	44
377	38
25	490
46	255
315	293
309	211
119	334
89	200
135	315
379	499
488	343
354	72
103	489
112	380
147	261
201	164
79	228
417	37
72	408
448	463
122	252
343	341
82	186
284	54
352	84
230	93
166	456
12	375
402	19
6	167
308	377
351	63
383	205
367	220
397	318
231	351
209	283
50	4
353	403
345	99
462	356
342	246
199	171
66	345
487	478
379	284
300	362
100	59
296	321
373	270
49	22
451	425
249	464
131	209
235	479
102	48
394	154
435	287
147	275
296	173
441	454
489	5
147	236
358	11
356	225
77	406
122	214
98	360
127	410
8	470
443	459
90	266
351	216
175	482
189	464
372	47
55	266
23	178
472	106
384	439
396	448
53	480
336	364
179	264
218	41
105	195
281	312
112	195
40	482
429	88
441	220
15	288
418	93
121	308
373	300
307	170
199	214
28	366
406	30
359	477
37	336
382	342
483	95
421	405
58	324
205	411
326	304
146	443
229	89
331	262
31	382
158	390
385	242
401	99
338	154
6	294
119	467
281	183
47	277
81	407
222	404
63	65
32	352
344	212
469	217
340	22
76	279
30	436
278	404
469	108
68	272
194	98
452	203
23	29
285	275
158	115
349	333
432	218
420	56
181	95
464	100
78	446
99	190
365	199
417	101
235	326
404	346
69	420
17	9
452	123
151	327
272	265
48	40
217	31
149	330
50	110
89	405
226	109
81	46
401	161
195	217
182	170
95	260
180	272
205	200
381	35
371	239
87	385
313	253
291	296
268	481
310	205
370	242
401	23
208	257
320	195
136	349
113	103
390	115
186	210
98	78
74	294
458	476
146	118
291	325
108	306
229	80
414	82
367	267
310	126
315	244
62	484
492	297
411	4
276	108
230	349
292	39
147	348
318	234
138	144
471	496
87	215
481	201
375	90
21	90
189	458
195	286
157	439
335	413
118	253
377	2
433	491
225	400
335	478
112	462
50	77
477	136
342	42
464	160
344	403
185	21
279	404
440	239
177	318
190	408
216	347
408	167
15	299
397	47
259	253
186	295
369	43
379	321
167	496
244	134
400	411
357	455
472	272
58	351
193	368
91	25
435	353
160	212
316	425
304	183
273	174
367	3
281	319
148	68
331	163
126	222
333	89
111	67
99	313
43	259
334	327
316	160
484	278
382	478
246	60
244	32
69	273
115	103
123	353
237	269
392	89
24	264
95	224
364	361
115	467
321	445
488	239
84	172
482	157
338	16
388	355
288	183
205	19
203	26
469	103
69	34
362	100
302	193
212	453
461	413
378	304
80	132
278	74
363	83
463	110
24	134
139	467
32	383
172	89
263	320
270	153
97	31
398	229
461	392
436	404
220	174
482	483
53	428
235	183
321	0
475	136
23	366
58	371
178	162
492	470
127	406
40	263
328	15
373	211
35	28
206	319
453	344
313	102
102	254
416	454
370	88
242	221
449	338
75	30
38	393
252	343
172	61
359	330
151	72
166	305
329	86
371	247
149	289
415	366
139	282
470	289
391	2
163	149
29	160
69	165
188	471
189	418
142	280
49	338
63	130
177	308
256	157
49	326
23	263
391	264
466	280
426	203
166	337
448	470
1	233
205	231
201	313
206	146
97	413
385	238
372	452
459	351
256	485
22	241
375	217
396	267
25	382
266	220
92	268
55	42
335	385
314	91
277	313
11	17
363	429
340	443
188	325
152	439
390	269
244	440
44	203
389	401
171	144
243	392
371	224
205	229
449	123
105	389
411	376
47	36
491	127
317	180
6	387
248	112
372	273
414	457
177	232
398	155
181	177
302	352
486	49
49	414
116	444
263	362
60	431
13	225
137	157
282	108
199	16
60	278
59	401
276	71
483	32
263	397
19	464
354	256
469	126
469	87
460	145
413	354
48	476
451	273
263	386
88	215
232	237
136	159
3	172
442	321
34	314
217	201
245	174
53	216
267	115
394	470
349	430
441	47
19	440
175	359
140	64
80	218
235	260
416	135
63	250
32	9
468	451
450	358
1	135
438	39
443	356
447	342
19	367
395	129
211	228
140	434
160	218
347	388
144	107
103	40
415	54
394	160
381	66
1	122
161	276
276	36
351	53
55	26
249	435
370	493
263	237
389	499
484	63
31	349
338	487
80	166
63	358
307	438
31	24
64	494
278	329
474	380
45	188
331	48
402	361
256	416
471	483
63	80
137	156
148	442
166	120
52	211
43	102
47	186
53	333
237	230
356	74
437	238
292	257
106	9
308	231
88	346
28	361
325	147
120	196
400	200
405	313
184	54
208	138
469	189
281	400
19	320
476	422
327	88
350	368
379	283
84	5
355	203
442	363
221	161
4	145
141	335
306	224
47	248
221	373
392	410
284	478
77	447
330	148
110	87
216	309
171	232
198	434
245	170
496	379
319	130
145	370
435	44
386	360
404	233
317	437
439	32
381	155
145	25
289	401
293	291
261	382
177	456
269	6
15	396
182	102
410	342
322	120
262	202
165	67
247	382
47	180
243	15
78	31
190	120
492	176
282	115
389	54
237	346
311	346
241	36
416	68
246	390
277	72
302	428
183	475
95	9
274	313
97	483
272	387
97	66
391	274
67	121
275	22
193	132
83	17
457	124
103	474
437	490
219	326
269	42
185	372
299	359
44	409
296	255
489	479
37	85
111	222
411	385
307	283
423	68
185	273
256	203
202	310
462	345
91	483
419	138
90	207
366	296
49	473
395	446
463	362
474	99
463	67
238	385
167	231
46	85
196	9
304	58
16	427
448	188
105	452
202	299
248	47
150	361
31	407
270	378
220	298
143	129
182	263
60	433
99	50
368	36
317	136
334	212
363	233
409	119
253	350
486	292
275	416
303	323
382	238
239	278
310	274
345	306
478	163
478	6
424	243
207	25
474	22
188	65
388	16
209	173
436	112
71	229
241	80
239	342
292	27
417	62
454	457
385	312
16	112
355	345
202	448
383	176
219	78
112	67
137	27
205	371
387	483
473	202
120	461
160	114
283	477
499	119
171	129
261	483
423	362
378	154
76	399
430	236
66	219
497	267
139	410
35	183
68	496
380	490
275	25
393	375
330	404
262	334
279	187
379	368
118	179
14	487
337	258
127	54
432	424
75	481
47	390
406	126
196	442
208	4
222	455
228	414
379	133
17	290
185	128
290	140
94	189
115	365
389	211
91	456
255	275
424	395
193	304
169	117
232	272
87	179
0	22
495	107
399	218
379	390
146	138
414	205
175	287
483	396
74	112
108	211
92	229
122	2
14	338
322	24
362	358
270	145
50	438
274	343
287	436
236	66
97	335
414	477
351	431
487	47
6	434
107	206
444	294
233	90
276	324
209	418
353	122
309	198
237	377
252	340
221	440
384	16
199	398
397	228
400	264
274	10
5	439
492	494
428	364
53	129
315	18
324	74
323	275
398	308
98	417
111	211
134	374
229	105
59	40
19	158
216	152
65	474
126	364
193	298
331	417
436	40
403	216
185	39
278	90
141	94
0	31
57	462
170	129
397	259
458	226
444	139
436	50
484	72
405	355
489	180
331	442
229	429
345	307
230	250
361	199
489	370
365	125
90	304
48	410
384	283
339	308
147	237
43	499
33	106
479	154
12	392
469	174
164	193
290	482
143	120
134	424
291	13
201	82
305	54
221	124
192	161
282	45
157	175
176	233
220	253
179	207
8	176
450	182
25	14
238	426
344	233
47	236
136	403
467	389
96	146
54	38
340	49
243	383
130	390
406	7
255	389
143	282
375	182
452	434
467	116
51	154
87	359
252	237
425	265
12	106
477	250
240	162
202	133
153	483
460	415
414	192
162	159
443	450
472	58
433	438
321	35
19	294
103	193
288	425
148	293
157	232
128	474
425	28
320	474
34	482
180	418
497	108
443	16
133	352
464	224
494	170
254	63
255	206
279	259
212	180
300	165
257	9
452	343
35	150
443	345
446	110
482	195
106	4
390	60
454	253
72	294
211	96
6	400
175	488
32	373
155	193
366	72
194	199
113	73
187	46
229	181
326	343
217	6
205	49
493	48
181	230
199	220
247	111
469	289
11	331
459	292
269	454
301	193
444	487
337	456
245	38
391	97
320	151
383	394
314	10
307	257
456	189
57	458
347	9
165	29
123	183
35	54
63	453
317	382
148	127
283	351
79	416
474	471
0	357
284	465
468	19
182	87
17	37
247	482
151	376
61	221
240	126
454	182
362	414
185	113
324	491
107	452
109	63
177	494
491	346
455	425
485	251
480	387
13	383
365	112
145	416
137	66
400	166
209	369
487	300
48	294
26	72
67	216
56	117
26	429
352	182
24	136
209	17
402	71
304	470
393	245
463	292
45	97
380	280
326	206
230	210
238	123
467	10
372	125
416	117
458	357
328	50
434	221
472	96
341	433
299	333
150	365
11	351
200	0
393	86
499	152
281	146
419	159
66	368
337	263
446	88
451	402
394	251
187	457
353	474
232	73
81	203
350	118
277	170
494	335
176	325
40	233
232	458
176	187
412	358
181	427
135	44
240	409
116	148
139	493
115	194
448	334
290	358
159	398
181	186
183	444
159	50
462	332
258	270
332	447
49	192
243	25
260	50
270	1
129	351
492	123
351	204
479	469
269	294
378	391
189	146
342	379
111	349
365	334
255	237
293	277
33	230
28	498
442	277
206	75
144	193
391	111
496	433
336	443
72	297
213	230
28	345
67	481
316	333
319	467
400	428
398	377
62	492
160	478
168	379
225	195
185	454
52	435
238	17
488	100
431	327
460	15
330	479
76	28
358	201
119	68
402	157
424	284
148	67
344	435
130	359
325	112
268	398
160	145
162	55
341	196
373	375
190	400
409	177
223	60
10	367
310	106
154	290
106	212
3	436
356	21
364	259
222	242
408	456
102	276
210	342
373	135
95	144
74	173
482	16
453	345
193	242
384	173
378	129
374	161
261	460
8	489
199	273
30	359
201	486
394	180
372	55
75	361
85	80
314	84
298	421
128	299
157	42
453	211
267	363
160	479
132	123
416	73
251	41
267	251
126	416
157	28
362	395
233	441
139	44
316	241
427	183
56	70
227	222
301	344
318	30
269	63
33	469
348	389
471	49
428	149
253	296
46	410
46	81
67	381
378	184
207	233
224	423
364	247
475	96
418	254
206	332
140	71
334	328
490	225
440	175
494	96
147	253
303	70
228	37
319	150
152	163
188	73
375	220
412	238
489	417
226	102
181	301
23	387
107	344
185	203
484	388
361	140
264	465
30	470
461	373
143	149
238	203
219	149
40	249
213	299
137	403
247	81
386	223
5	83
270	158
326	398
499	179
450	263
162	320
260	69
269	413
347	336
448	142
177	485
292	426
470	411
436	440
7	79
494	298
44	284
192	282
479	187
438	276
457	248
43	9
400	150
133	249
281	212
119	299
173	498
27	363
290	54
453	431
446	438
295	138
256	441
273	336
327	169
207	205
469	9
87	238
477	118
349	197
35	380
187	456
142	123
6	292
124	396
182	54
33	442
169	180
374	337
45	481
140	308
364	437
88	490
73	310
498	186
370	202
225	461
205	37
430	418
191	320
377	356
311	154
448	262
184	45
138	323
155	467
185	406
258	414
133	85
35	103
353	393
210	78
333	438
478	289
392	132
400	233
180	321
299	321
446	214
353	482
164	258
68	57
427	292
162	445
471	111
153	254
400	334
402	29
202	122
92	154
279	386
46	128
40	416
496	283
217	303
196	383
182	189
476	217
362	321
217	292
303	364
216	214
460	222
137	302
227	356
385	206
38	35
441	29
185	28
17	102
295	11
349	286
85	159
222	304
45	83
56	270
408	410
445	417
491	152
111	32
38	72
271	38
157	160
78	488
267	321
374	463
275	372
482	362
351	181
171	45
200	154
155	45
387	259
193	228
325	199
147	467
78	434
396	87
88	497
263	462
413	189
384	8
146	101
498	348
139	164
191	184
87	470
80	426
137	102
79	122
191	458
208	26
383	12
381	470
287	14
183	185
256	434
95	238
166	47
140	467
266	283
399	53
328	364
186	395
92	281
154	63
334	362
204	68
50	150
456	211
0	382
496	191
340	220
146	483
27	391
12	236
338	168
115	362
93	163
8	122
317	473
216	148
143	201
199	444
36	14
359	238
456	378
131	253
25	286
130	197
398	36
457	191
459	61
117	283
82	325
145	476
452	146
286	393
196	127
408	357
320	127
225	170
281	429
467	111
253	62
327	18
338	131
401	276
453	33
379	105
161	464
271	6
128	105
305	165
470	450
164	119
164	404
460	180
295	372
223	42
90	377
226	261
180	233
82	290
376	396
295	410
228	267
329	42
115	155
457	246
270	252
435	283
182	416
85	33
435	246
468	330
412	51
273	377
370	106
397	436
152	482
32	71
168	443
281	87
172	245
478	58
34	492
165	278
306	283
290	386
289	7
33	44
471	120
371	298
442	292
299	382
132	417
271	335
415	38
90	163
74	439
383	173
273	79
159	472
318	419
241	410
104	376
125	148
144	368
35	164
310	482
176	439
236	459
92	69
47	28
409	205
102	479
114	372
107	335
409	262
405	259
396	342
475	158
409	231
300	492
417	451
241	465
433	409
222	138
157	3
24	72
297	77
73	28
330	4
489	401
391	447
104	266
127	129
17	95
281	486
162	294
360	429
491	278
432	105
485	350
71	158
341	310
88	330
186	30
481	497
498	92
124	141
411	192
473	251
33	372
212	184
424	54
275	338
178	446
146	192
465	193
235	370
476	121
71	74
65	374
466	22
463	21
202	492
126	4
12	469
484	479
321	150
373	398
476	257
253	255
359	249
47	415
127	418
480	431
266	297
109	415
479	23
390	439
53	459
485	126
457	163
266	144
409	180
265	353
477	442
88	224
263	399
213	312
64	345
334	473
312	39
63	220
297	494
47	383
189	224
343	315
32	362
43	226
250	66
41	471
296	481
142	167
122	238
424	399
123	98
421	388
67	167
134	473
312	327
121	126
152	452
302	342
420	122
94	484
68	196
430	416
183	209
332	95
144	229
248	54
167	68
456	268
311	274
497	414
4	151
33	350
374	82
69	366
77	76
157	0
144	189
406	410
299	167
299	280
364	161
455	117
221	168
431	328
122	442
33	495
85	307
275	394
369	189
38	281
370	379
437	385
469	198
86	440
302	332
146	279
367	346
469	400
103	47
179	121
0	167
140	50
245	323
374	249
242	268
355	252
31	249
419	310
262	162
363	268
219	90
126	323
318	385
440	258
91	4
474	179
7	105
209	163
250	74
376	294
247	444
153	305
347	32
249	494
240	245
149	364
396	273
108	91
152	117
32	172
320	64
152	284
205	75
98	240
59	385
480	195
453	492
123	486
400	5
216	154
487	254
119	95
342	477
338	491
92	205
433	481
313	170
99	310
143	144
8	457
423	441
249	401
355	489
206	287
22	498
5	353
103	61
163	442
157	470
168	85
484	6
343	106
373	160
115	98
402	491
353	356
69	90
26	477
286	213
285	244
47	83
405	309
161	74
386	74
30	366
127	407
232	97
130	177
303	404
328	193
139	134
260	197
110	447
27	475
466	484
133	445
66	180
70	45
297	387
257	3
238	131
314	246
100	109
144	143
429	344
35	453
497	499
31	287
95	282
284	213
317	31
142	366
222	374
10	457
61	292
253	240
171	217
293	389
416	269
475	121
154	435
88	255
235	318
265	382
116	230
235	154
432	179
182	411
305	200
262	419
439	414
76	183
110	17
72	375
220	326
39	361
108	328
251	178
71	148
236	463
68	243
421	32
412	181
323	469
464	341
77	209
136	58
300	215
26	331
144	31
488	2
115	86
412	201
286	236
264	169
147	356
218	415
479	432
485	408
419	346
94	443
124	203
25	73
348	121
196	417
133	402
99	299
268	65
403	217
200	394
221	449
315	398
24	363
186	291
289	371
134	425
355	201
122	438
161	256
499	233
110	440
309	194
411	434
397	176
73	363
92	142
148	444
53	295
78	50
163	130
5	493
205	345
320	186
31	67
53	467
17	103
197	321
186	118
318	20
101	38
387	13
39	470
416	436
444	228
259	113
239	159
79	153
147	166
394	450
146	399
5	390
82	456
91	186
435	419
156	319
216	180
117	215
242	467
327	83
280	345
248	460
32	428
101	31
312	379
86	395
150	486
10	200
273	14
469	7
144	90
192	379
8	477
93	378
137	107
300	442
365	390
216	261
448	108
260	340
490	22
127	360
299	82
72	478
251	398
267	353
262	150
468	78
385	68
5	117
295	161
198	266
286	429
360	442
332	149
99	309
447	337
483	136
110	9
253	203
452	143
286	452
446	82
493	472
380	330
83	190
327	266
279	72
332	303
275	374
39	412
355	177
436	86
338	495
461	8
220	336
106	348
223	158
188	415
24	269
261	127
16	428
223	35
48	56
410	222
55	184
147	365
358	60
38	320
290	227
144	115
23	315
110	31
123	50
17	287
23	213
239	92
345	53
302	286
71	395
153	280
342	198
459	424
122	218
214	45
420	432
343	55
353	246
176	442
64	322
378	15
438	69
114	102
101	50
18	478
24	325
189	86
166	343
415	237
489	422
59	352
284	74
99	453
182	402
334	214
123	167
454	346
212	119
425	453
26	241
365	399
301	3
19	18
20	470
47	401
439	450
364	25
401	147
149	245
428	347
312	14
87	314
42	449
445	416
106	292
100	126
135	2
305	488
15	363
395	261
328	262
108	68
212	188
461	68
323	322
46	402
117	87
278	169
259	21
75	392
337	262
157	273
376	395
356	280
178	243
424	296
329	83
75	120
358	295
478	328
3	467
170	309
98	494
79	268
116	225
238	139
212	247
284	80
44	127
228	110
179	341
405	241
369	30
392	29
366	309
192	353
471	283
16	248
471	22
230	305
92	140
341	136
420	430
1	388
230	269
99	173
459	36
174	293
317	332
71	32
211	112
20	493
170	26
323	232
137	219
408	165
35	479
421	299
485	144
296	442
133	492
423	238
165	472
58	374
322	399
358	325
63	9
339	148
362	199
326	166
431	288
236	188
247	96
466	28
466	457
379	121
425	65
26	309
53	414
275	249
130	193
297	378
296	242
300	219
121	111
433	461
241	237
189	442
388	112
259	233
486	384
54	457
182	471
152	357
146	183
38	223
44	34
209	192
377	371
406	234
35	359
342	11
142	422
282	455
308	40
142	231
162	77
233	105
169	40
248	343
8	354
332	85
79	74
337	448
132	304
200	185
304	262
406	393
422	479
225	226
198	479
409	364
280	183
414	302
95	73
426	366
453	25
139	107
168	411
330	396
78	193
204	270
205	260
253	467
20	77
13	300
396	198
215	6
279	257
98	90
463	350
320	463
430	175
42	424
158	411
95	332
275	461
463	173
35	77
198	440
188	400
234	56
108	304
1	435
148	359
236	229
461	154
101	384
375	337
130	65
432	281
454	30
367	187
170	393
240	350
387	264
184	193
137	48
102	271
496	302
235	139
98	473
317	265
198	166
141	397
9	28
293	498
450	210
5	54
329	76
149	150
226	306
95	484
290	307
228	241
244	343
59	388
222	247
346	228
435	225
352	312
311	361
422	108
252	351
482	254
162	458
140	116
199	299
332	358
275	239
196	101
100	349
374	212
46	218
299	16
48	461
55	246
125	366
32	23
93	152
487	294
214	25
319	458
83	279
37	184
81	52
360	474
97	73
303	299
207	202
32	298
188	464
51	415
487	258
441	315
67	21
183	68
114	283
266	320
15	427
422	374
495	273
116	276
297	86
41	491
448	144
378	399
130	90
74	11
410	422
223	242
94	157
157	300
43	201
177	436
194	484
124	253
38	411
292	57
460	404
278	465
357	208
149	368
377	318
124	36
430	254
60	387
271	171
229	427
76	314
194	46
225	200
225	442
23	484
267	192
174	87
402	384
397	282
280	450
346	158
153	376
375	107
3	458
197	77
85	396
231	295
354	182
124	307
56	204
315	87
436	124
413	412
497	307
299	357
324	83
121	343
262	464
384	470
425	367
492	391
461	284
119	413
218	91
187	226
143	397
485	283
394	165
46	281
415	417
175	115
425	292
102	146
83	75
462	102
299	223
168	471
226	249
186	258
326	130
282	454
34	197
262	254
229	218
32	4
94	464
53	301
186	200
357	428
438	271
350	319
432	407
231	480
68	410
152	486
408	229
87	46
80	3
487	363
35	315
255	119
413	155
137	461
338	194
408	109
470	37
40	17
134	359
156	295
366	147
450	165
190	492
161	253
179	383
255	348
289	69
266	37
442	48
146	497
204	308
86	467
30	168
170	68
351	299
131	431
355	406
260	29
218	477
435	409
247	392
287	144
191	28
193	399
457	458
62	74
102	8
427	495
134	443
269	219
117	142
1	90
219	384
340	486
195	196
432	120
96	334
484	265
198	157
71	235
131	263
435	317
158	202
194	283
138	237
42	354
326	214
494	143
302	383
78	43
430	53
83	127
365	188
153	433
277	26
323	146
248	360
411	386
283	493
383	303
213	458
401	135
417	246
433	342
242	121
112	442
398	314
97	207
96	471
443	42
261	322
65	141
134	97
456	106
203	378
176	451
282	320
198	22
479	334
393	216
160	427
62	461
291	256
314	360
372	339
147	254
284	225
431	247
479	376
498	183
365	234
397	122
464	378
140	207
10	64
396	44
12	14
107	271
493	16
487	409
401	446
91	9
122	6
390	404
294	387
298	457
206	76
25	261
311	143
99	292
186	188
374	104
391	48
1	49
279	295
38	302
97	121
64	20
470	49
76	497
95	56
368	135
474	119
92	286
8	342
17	35
488	330
53	209
157	159
14	198
41	118
59	105
105	207
163	124
450	9
432	447
462	81
188	437
458	208
273	224
288	230
177	249
179	278
211	150
459	475
250	433
308	271
56	347
220	482
418	121
184	255
121	470
425	92
309	393
163	164
474	480
331	76
216	373
132	139
378	126
290	343
224	96
16	186
453	467
206	457
449	133
448	400
395	394
440	193
254	476
184	124
150	294
468	8
396	255
361	444
460	335
147	188
203	68
50	35
401	22
154	41
267	142
22	492
79	133
77	36
219	9
86	465
440	464
435	382
219	104
319	90
476	52
335	276
213	45
183	9
317	261
161	446
111	256
449	274
295	380
441	101
417	283
224	487
303	46
410	470
405	27
38	466
461	5
306	50
193	7
228	148
361	394
304	492
338	36
80	403
391	458
279	0
49	138
143	414
130	442
308	216
466	219
21	261
335	328
316	332
216	59
447	84
107	139
165	334
275	317
81	93
115	469
0	304
416	491
26	439
405	332
455	457
20	297
244	234
181	316
281	297
106	128
486	308
119	333
411	118
431	185
269	22
55	33
62	127
77	238
207	352
61	198
131	351
43	180
410	383
347	411
23	117
50	374
46	97
298	434
131	467
194	418
332	90
48	458
221	357
270	274
37	267
275	6
47	360
219	83
56	303
153	489
238	244
208	488
406	225
149	362
140	173
208	99
237	247
235	153
285	337
477	451
329	203
417	188
53	484
272	438
297	451
77	101
323	313
344	48
408	387
455	280
273	329
37	91
293	176
44	104
74	358
101	34
91	464
293	442
157	338
278	305
399	178
217	382
214	400
72	204
425	481
452	148
307	357
244	170
462	451
169	412
194	211
16	435
475	203
492	162
126	388
369	63
35	275
287	148
440	381
341	457
324	239
266	409
418	413
399	98
367	444
43	229
193	40
58	134
322	35
258	78
457	312
72	269
472	478
30	16
498	251
457	478
370	225
275	273
72	490
469	484
470	217
48	193
494	499
97	106
347	209
364	62
165	233
134	357
304	443
7	190
491	449
71	353
426	103
391	47
472	149
469	333
116	439
30	283
324	220
375	17
488	95
396	489
380	347
18	112
428	92
338	326
388	337
203	366
292	108
461	327
206	202
262	325
42	372
